Name,Year,Sex,Sire,Dam,Trainer,"Flat rating","Diff Flat","Flat Clltrl","AWT rating","Diff AWT","AWT Clltrl","Chase rating","Diff Chase","Chase Clltrl","Hurdle rating","Diff Hurdle","Hurdle Clltrl"
"SATURNALIA (GER)",2020,GELDING,"HOLY ROMAN EMPEROR (IRE)","SOPRANA (GER)","J. S. Moore",55,,,,,,,,,,,
"SATYRESS (GB)",2022,FILLY,"WALDGEIST (GB)","AVENUE DARGENT (FR)","Harriet Bethell",48,,,,,,,,,,,
"SAUCATS (FR)",2021,GELDING,"NIRVANA DU BERLAIS (FR)","TANESHKA (FR)","Joe Tickle",,,,,,,,,,73,,
"SAUCE OF LIFE (IRE)",2015,GELDING,"CALIFET (FR)","SALSAPARILLA (FR)","Nicky Richards",,,,,,,,,,104,,
"SAUCY JANE (GB)",2023,FILLY,"LOPE Y FERNANDEZ (IRE)","SEA HORN (FR)","Jack Morland",74,-3,,,,,,,,,,
"SAVALAS (IRE)",2015,GELDING,"ZEBEDEE (GB)","TAP THE DOT (IRE)","Adrian Wintle",43,,,,,,,,,,,
"SAVANNAH GREY (IRE)",2022,FILLY,"HAVANA GREY (GB)","SWEET ALABAMA (GB)","Ollie Sangster",73,,,,,,,,,,,
"SAVANNAH SMILES (IRE)",2020,FILLY,"UNFORTUNATELY (IRE)","SILICON STAR (FR)","Grace Harris",62,-2,,,,,,,,,,
"SAVED LIZZIE (GB)",2020,FILLY,"RECHARGE (IRE)","LADY ARTISTE (IRE)","John Butler",42,,,,,,,,,,,
"SAVILE ROW (IRE)",2023,COLT,"NO NAY NEVER (USA)","MISSION SECRETE (IRE)","Antony Brittain",80,,,,,,,,,,,
"SAVROLA (IRE)",2019,GELDING,"CHURCHILL (IRE)","TOUJOURS L'AMOUR (GB)","Dianne Sayer",81,,,,,,,,,,,
"SAVVI ROW (GB)",2023,GELDING,"TASLEET (GB)","KINDIA (IRE)","Rod Millman",46,,,,,,,,,,,
"SAVVY EXCHANGE (IRE)",2021,GELDING,"PROFITABLE (IRE)","CHOC U ZEL NELL (IRE)",,66,,,,,,,,,,,
"SAVVY KINGDOM (GB)",2021,GELDING,"LAND FORCE (IRE)","SHE IS GREAT (IRE)",,70,,,77,,,,,,,,
"SAVVY STELLAR (GB)",2022,GELDING,"OASIS DREAM (GB)","BORN TO DAY (IRE)","Nigel Hawke",60,,,,,,,,,,,
"SAVVY VICTORY (IRE)",2019,GELDING,"NEW BAY (GB)","HIGHLANDS QUEEN (FR)","S. P. C. Woods",96,,,,,,,,,,,
"SAWGRASS (GB)",2021,FILLY,"GLENEAGLES (IRE)","STAR ROCK (GB)",,63,,,,,,,,,,,
"SAWPIT SAMANTHA (GB)",2018,FILLY,"CHAMPS ELYSEES (GB)","SAWPIT SUPREME (GB)","Jo Davis",,,,,,,68,,,,,
"SAWPIT SIENNA (GB)",2015,FILLY,"DYLAN THOMAS (IRE)","SAWPIT SUPREME (GB)","Samuel Drinkwater",,,,,,,,,,71,,
"SAX APPEAL (GB)",2020,GELDING,"SAXON WARRIOR (JPN)","ISOBEL ARCHER (GB)","Charlie Johnston",87,,,,,,,,,,,
"SAXON CROSS (IRE)",2020,GELDING,"SAXON WARRIOR (JPN)","MY BRUNETTE (IRE)","Stuart Edmunds",,,,,,,,,,99,new,
"SAXON GRACE (IRE)",2023,FILLY,"SAXON WARRIOR (JPN)","RAAJIHAH (GB)","Daragh Bourke",55,,,,,,,,,,,
"SAXON KINGDOM (IRE)",2021,GELDING,"SAXON WARRIOR (JPN)","BOUNDLESS JOY (AUS)",,45,,,,,,,,,,,
"SAXON LAND (IRE)",2021,FILLY,"SAXON WARRIOR (JPN)","TURAMA (GB)",,51,,,,,,,,,,,
"SAXON PRINCE (GB)",2023,COLT,"SAXON WARRIOR (JPN)","FRANKELLA (GB)","John & Sean Quinn",64,,,,,,,,,,,
"SAXON STREET (IRE)",2023,COLT,"SAXON WARRIOR (JPN)","SEA IS GOLD (IRE)","John & Thady Gosden",105,new,,,,,,,,,,
"SAXONIA (GB)",2022,GELDING,"SAXON WARRIOR (JPN)","DAN'S DREAM (GB)",,79,,,,,,,,,,,
"SAXOPHONIC (GB)",2023,GELDING,"DUBAWI (IRE)","CRITERIA (IRE)","David Simcock",56,-2,,,,,,,,,,
"SAXOPHONIST (IRE)",2023,GELDING,"SAXON WARRIOR (JPN)","MACHEERA (IRE)","David O'Meara",73,,,,,,,,,,,
"SAY WHAT YOU SEE (IRE)",2022,GELDING,"BELARDO (IRE)","CATCHPHRASE (IRE)","Liam Bailey",77,+2,,,,,,,,,,
"SAYEDAATI SAADATI (GB)",2023,COLT,"ST MARK'S BASILICA (FR)","SELLSABEEL (FR)",,74,,,,,,,,,,,
"SAYF AL DAWLA (GB)",2018,GELDING,"FRANKEL (GB)","ATTRACTION (GB)",,75,,,,,,,,,,,
"SAYIDAH DARIYAN (IRE)",2022,FILLY,"DARIYAN (FR)","TENCARATRUBIESLACE (FR)","Richard Hughes",107,-1,,,,,,,,,,
"SAYIDAH HARD SPUN (GB)",2023,FILLY,"UBETTABELIEVEIT (IRE)","ILLIES MEMORIES (IRE)","Richard Hughes",87,,,,,,,,,,,
"SAYTARR (GB)",2022,GELDING,"MEHMAS (IRE)","BAARRIJ (IRE)","James Horton",87,+1,,,,,,,,,,
"SAYVA (IRE)",2020,GELDING,"HARZAND (IRE)","MAE'S CHOICE (IRE)","Jonjo & A.J. O'Neill",,,,,,,115,,,,,
"SCAIRP DUBH (GB)",2020,GELDING,"SCORPION (IRE)","SINAMAY (USA)","Joel Parkinson & Sue Smith",,,,,,,99,+3,,99,+3,
"SCAMMER (GB)",2022,GELDING,"EXPERT EYE (GB)","SUDDEN WISH (IRE)","Gary & Josh Moore",43,,,,,,,,,,,
"SCARBOROUGHWARNING (GB)",2021,FILLY,"HARRY ANGEL (IRE)","SCARBOROUGH (IRE)",,72,,,,,,,,,,,
"SCARFACE (IRE)",2017,GELDING,"MILAN (GB)","CONSIDER HER LUCKY (GER)","Joe Tizzard",,,,,,,136,,,,,
"SCARFO (IRE)",2021,GELDING,"SOLDIER'S CALL (GB)","MIDSUMMER BREEZE (GB)","Bernard Llewellyn",41,,,,,,,,,,,
"SCARLET JET (IRE)",2020,GELDING,"ELUSIVE PIMPERNEL (USA)","JET ALERT (IRE)","N. W. Alexander",,,,,,,118,,,,,
"SCARLET MOON (GB)",2022,GELDING,"SEA THE MOON (GER)","STAR ROCK (GB)","Archie Watson",80,-2,,,,,,,,114,,
"SCARLET SUNSET (GB)",2022,FILLY,"ADVERTISE (GB)","BREVITY (USA)","Ismail Mohammed",73,,,,,,,,,,,
"SCARLET WIDOW (IRE)",2022,FILLY,"SHOWCASING (GB)","ALF GUINEAS (IRE)",,50,,,,,,,,,,,
"SCARRIFF (IRE)",2018,FILLY,"DANDY MAN (IRE)","MARIA MILENA (GB)",,50,,,,,,,,,,,
"SCAVENGERS REIGN (IRE)",2020,FILLY,"SOLDIER OF FORTUNE (IRE)","HASITEASY (IRE)","James Owen",,,,,,,,,,110,,
"SCENARIO (GB)",2022,FILLY,"TERRITORIES (IRE)","RAHAABA (IRE)","Tony Carroll",53,-1,,,,,,,,,,
"SCENT OF MAY (GB)",2022,FILLY,"MAYSON (GB)","AROMATHERAPY (GB)","Henry Candy",50,,,,,,,,,,,
"SCEPTIC (IRE)",2020,GELDING,"NO NAY NEVER (USA)","ALJAAZYA (USA)","Ian Williams",56,,,,,,,,,,,
"SCHEFFLER (IRE)",2023,GELDING,"STARMAN (GB)","ROSTEDAN (IRE)","Adrian Nicholls",70,new,,,,,,,,,,
"SCHEMAYA (IRE)",2022,FILLY,"GHAIYYATH (IRE)","SHENOYA (FR)","Richard Hannon",72,,,,,,,,,,,
"SCHEMING (GB)",2022,FILLY,"MASAR (IRE)","MICAELA'S MOON (USA)","Chris Dwyer",44,,,,,,,,,,,
"SCHOOL FOR SCANDAL (FR)",2015,GELDING,"DOCTOR DINO (FR)","SCHOOL OF THOUGHT (FR)","Joe Tickle",,,,,,,78,,,,,
"SCHRODINGER'S CAT (GB)",2023,GELDING,"ARDAD (IRE)","SINGYOURSONG (IRE)","Grant Tuer",80,,,,,,,,,,,
"SCINTILLANTE (GB)",2020,GELDING,"ROARING LION (USA)","FREESIA (IRE)","Alastair Ralph",80,,,,,,,,,109,,
"SCORESBY (GB)",2017,GELDING,"MILLENARY (GB)","LEWESDON DUCHESS (GB)","Harry Ryall",,,,,,,,,,78,,
"SCORPIO RISING (IRE)",2020,GELDING,"JUKEBOX JURY (IRE)","SIXOFONE (IRE)","Olly Murphy",,,,,,,,,,137,,
"SCORSESE (IRE)",2018,GELDING,"SHIROCCO (GER)","NOVA DESTINY (GB)","Neil Mulholland",,,,,,,122,,,,,
"SCOTS POET (GB)",2016,GELDING,"YEATS (IRE)","BLUE NYMPH (GB)","Ewan Whillans",,,,,,,,,,90,,
"SCOTTISH ANTHEM (GB)",2019,GELDING,"LOPE DE VEGA (IRE)","LOCH MA NAIRE (IRE)","Stuart Edmunds",83,,,,,,,,,110,,
"SCOTTISH DANCER (IRE)",2019,GELDING,"HIGHLAND REEL (IRE)","DESTALINK (GB)","Tim Reed",74,+2,,,,,,,,,,
"SCOTTISH KING (IRE)",2016,GELDING,"IMPERIAL MONARCH (IRE)","THANKS BOBBY (IRE)","Richard Armson",,,,,,,106,,,,,
"SCOVILLE (GB)",2022,GELDING,"TOO DARN HOT (GB)","RIBBONS (GB)","William Haggas",98,,,,,,,,,,,
"SCRIABIN (FR)",2020,GELDING,"FLY WITH ME (FR)","STARLIN (FR)","Lucinda Russell & Michael Scudamore",,,,,,,104,,,104,,
"SCRUMPYJACK (GB)",2021,GELDING,"JACK HOBBS (GB)","APPLE DAYS (GB)","Charlie Longsdon",,,,,,,,,,64,new,
"SCUDAMORE (FR)",2017,GELDING,"DAWN APPROACH (IRE)","EMIRATES COMFORT (IRE)",,58,,,,,,,,,91,,
"SEA BAAEED (GB)",2022,GELDING,"SEA THE STARS (IRE)","TIGER EYE (IRE)",,90,,,,,,,,,,,
"SEA EMILY RUN (GB)",2022,FILLY,"TOO DARN HOT (GB)","CRYSDAL (GB)",,85,,,,,,,,,,,
"SEA FORCE (IRE)",2022,GELDING,"SEA THE STARS (IRE)","PRETTY BABY (IRE)","William Haggas",95,+1,,,,,,,,,,
"SEA FOUNDER (GB)",2022,GELDING,"SEA THE MOON (GER)","MULLEIN (GB)","Richard Hughes",78,+3,,,,,,,,,,
"SEA HER EXCEL (GB)",2023,FILLY,"BUNGLE INTHEJUNGLE (GB)","CIRENCESTER (GB)","Ivan Furtado",58,-2,,,,,,,,,,
"SEA INVASION (IRE)",2018,GELDING,"SEA MOON (GB)","ALOHA IWANAGA (GER)","Anthony Honeyball",,,,,,,115,,,115,,
"SEA JUST IN TIME (IRE)",2021,FILLY,"SEA THE STARS (IRE)","MY TIMING (GB)",,93,,,,,,,,,,,
"SEA LANTERN (GB)",2022,GELDING,"SEA THE STARS (IRE)","CANDLE LIT (IRE)","Brian Ellison",85,new,,,,,,,,,,
"SEA LEGEND (FR)",2020,GELDING,"SEA THE STARS (IRE)","DAME DU ROI (IRE)","Jim Goldie",69,,,,,,,,,,,
"SEA MASTER (GB)",2020,GELDING,"SEA THE STARS (IRE)","ALTESSE (GB)","Ruth Carr",56,,,,,,,,,,,
"SEA MEHALAH RUN (GB)",2023,FILLY,"CAMELOT (GB)","BIRDWOOD (GB)",,50,-3,,,,,,,,,,
"SEA OF CHARM (FR)",2018,FILLY,"CHARM SPIRIT (IRE)","SEA MEETS SKY (FR)","Georgina Nicholls",63,,,,,,,,,,,
"SEA OF KINGS (IRE)",2022,GELDING,"SEA THE STARS (IRE)","HOLY MOON (IRE)","Harry Eustace",83,,,,,,,,,,,
"SEA POETRY (IRE)",2022,FILLY,"WOOTTON BASSETT (GB)","SEA PROSE (FR)",,86,,,,,,,,,,,
"SEA SCOUT (IRE)",2022,COLT,"SEA THE STARS (IRE)","WO DE XIN (GB)","Simon & Ed Crisford",108,,,,,,,,,,,
"SEA SUITE (IRE)",2022,GELDING,"SEA THE STARS (IRE)","SWEET AFFECTION (IRE)","James Owen",75,+1,,77,,,,,,,,
"SEA THE CLOUDS (IRE)",2017,GELDING,"BORN TO SEA (IRE)","LEO'S SPIRIT (IRE)","James Moffatt",,,,,,,126,,,121,,
"SEA THE LIGHT (IRE)",2022,GELDING,"SEA THE STARS (IRE)","SOLTADA (IRE)","John Butler",73,-2,,,,,,,,,,
"SEA THE POWER (FR)",2023,COLT,"SEA THE MOON (GER)","DOSILA (GB)","Seb Spencer",80,,,,,,,,,,,
"SEA THE STORM (FR)",2023,FILLY,"SEA THE STARS (IRE)","MADHYANA (GER)","William Haggas",96,new,,,,,,,,,,
"SEA THE WONDER (IRE)",2022,FILLY,"SEA THE STARS (IRE)","EMOTION (FR)",,72,,,,,,,,,,,
"SEA THRIFT (IRE)",2019,FILLY,"BULLET TRAIN (GB)","SYNTHE DAVIS (FR)","Daisy Hitchins",,,,,,,98,,,,,
"SEA WARRIOR (IRE)",2019,GELDING,"AFFINISEA (IRE)","PRINCESS'S CHOICE (IRE)","Joe Tizzard",,,,,,,,,,97,,
"SEACRUISER (IRE)",2022,GELDING,"SEA THE STARS (IRE)","CRIMEAN QUEEN (GB)","Ralph Beckett",100,,,,,,,,,,,
"SEAGOLAZO (IRE)",2022,GELDING,"HAVANA GREY (GB)","SOHO SUSIE (IRE)","Hugo Palmer",86,,,,,,,,,,,
"SEAGULLS ELEVEN (IRE)",2022,GELDING,"GALILEO GOLD (GB)","THRILLED (IRE)","Hugo Palmer",112,new,,,,,,,,,,
"SEAHOUSES (GB)",2020,GELDING,"SEA THE MOON (GER)","CEILIDH HOUSE (GB)","Barry Brennan",,,,,,,,,,90,,
"SEAMOON STORY (IRE)",2021,GELDING,"SEA MOON (GB)","BALLY BOLSHOI (IRE)","Charlie Longsdon",,,,,,,,,,125,,
"SEAN OG (IRE)",2018,GELDING,"GETAWAY (GER)","GENESTA (IRE)","Dianne Sayer",,,,,,,101,,,,,
"SEANCE (GB)",2023,FILLY,"DARK ANGEL (IRE)","KINEMATIC (GB)",,59,,,,,,,,,,,
"SEANIECON (IRE)",2021,GELDING,"CAPRI (IRE)","ABIGAIL LYNCH (IRE)","Jonjo & A.J. O'Neill",,,,,,,,,,127,+3,
"SEAPEARL (GB)",2023,FILLY,"CALYX (GB)","FINEST (IRE)","Oliver Cole",55,,,,,,,,,,,
"SEARCHINGTHEBLUES (GB)",2022,FILLY,"DUE DILIGENCE (USA)","BLUE LYRIC (GB)","Mark Usher",65,,,,,,,,,,,
"SEASMOKE (IRE)",2018,FILLY,"FLEMENSFIRTH (USA)","TOPS ISLAND (FR)","Billy Aprahamian",,,,,,,89,,,89,,
"SEATOIT (IRE)",2019,GELDING,"AFFINISEA (IRE)","SARATOGANE (FR)","Kim Bailey & Mat Nicholls",,,,,,,,,,110,,
"SEATTLE CHIEF (GB)",2023,GELDING,"SERGEI PROKOFIEV (CAN)","SHOWSTOPPA (GB)","K. R. Burke",65,,,,,,,,,,,
"SEAVIEW ROCK (GB)",2020,GELDING,"SADDLER'S ROCK (IRE)","SECRET DOOR (IRE)","Olly Murphy",,,,,,,,,,116,,
"SECOND AVENUE (GB)",2023,GELDING,"WOODED (IRE)","CRACKER (GB)",,41,,,,,,,,,,,
"SECOND COLLECTION (GB)",2016,FILLY,"DELEGATOR (GB)","QUELLE AFFAIRE (GB)","Tony Carroll",47,,,,,,,,,,,
"SECOND FIDDLE (IRE)",2019,FILLY,"FULBRIGHT (GB)","SOMEDAYSRDIAMONDS (GB)","Iain Jardine",67,,,,,,,,,,,
"SECOND SUBALTERN (USA)",2016,GELDING,"DECLARATION OF WAR (USA)","QUEEN OF THE NIGHT (GB)","Miss V. Thompson",,,,,,,91,,,91,,
"SECONDS COUNT (GB)",2022,FILLY,"TIME TEST (GB)","SENTARIL (GB)","Dr Richard Newland & Jamie Insole",53,,,,,,,,,,,
"SECRET ALLIANCE (GB)",2022,GELDING,"SHOWCASING (GB)","ROMP (GB)",,52,,,,,,,,,,,
"SECRET BEACH (IRE)",2021,GELDING,"FOOTSTEPSINTHESAND (GB)","DUBAI (IRE)","Donald McCain",80,,,,,,,,,,,
"SECRET DES DIEUX (FR)",2020,GELDING,"ZARAK (FR)","SABLE ISLAND (FR)","James Owen",,,,,,,142,,,,,
"SECRET ECHO (IRE)",2023,FILLY,"WOOTTON BASSETT (GB)","EAVES (IRE)",,75,,,,,,,,,,,
"SECRET GUEST (GB)",2020,GELDING,"HAVANA GREY (GB)","LADY MACDUFF (IRE)","Bryan Smart",79,,,,,,,,,,,
"SECRET HANDSHEIKH (GB)",2018,GELDING,"MAYSON (GB)","DESCRIPTIVE (IRE)","John Gallagher",57,,,,,,,,,,,
"SECRET HISTORY (IRE)",2023,FILLY,"ARDAD (IRE)","GUMRIYAH (GB)","Ed Walker",79,+2,,,,,,,,,,
"SECRET MISTRAL (GB)",2020,FILLY,"PEARL SECRET (GB)","BEAU MISTRAL (IRE)","Tony Carroll",74,,,,,,,,,,,
"SECRET OF LOVE (GB)",2022,FILLY,"SEA THE MOON (GER)","SO IN LOVE (GB)",,93,,,,,,,,,,,
"SECRET PASS (GB)",2020,FILLY,"PASSING GLANCE (GB)","GUNNER BE SWEET (GB)",,,,,,,,,,,63,,
"SECRET ROAD (IRE)",2018,GELDING,"GUTAIFAN (IRE)","SECRET PATH (IRE)","Laura Mongan",61,-1,,,,,,,,,,
"SECRET SANTA (IRE)",2023,COLT,"LUCKY VEGA (IRE)","GILDED (IRE)","Richard Hannon",81,new,,,,,,,,,,
"SECRET SECRET (IRE)",2016,GELDING,"BORN TO SEA (IRE)","MAUGHAMI (GB)","James Moffatt",,,,,,,,,,100,,
"SECRET SNIPER (GB)",2021,GELDING,"STIMULATION (IRE)","TRIGGER POINT (GB)","Hughie Morrison",,,,,,,,,,108,,
"SECRET SONATA (GB)",2022,FILLY,"SHOWCASING (GB)","SECRET PURSUIT (IRE)",,75,,,,,,,,,,,
"SECRET SQUIRREL (GB)",2019,GELDING,"STIMULATION (IRE)","TRIGGER POINT (GB)","Hughie Morrison",,,,,,,,,,126,,
"SECRET TESTIMONY (GB)",2023,GELDING,"TIME TEST (GB)","SEA OF SECRETS (IRE)","Declan Carroll",60,,,,,,,,,,,
"SECRET TRIX (GB)",2017,GELDING,"KAYF TARA (GB)","BOX OF TRIX (IRE)","Olly Murphy",,,,,,,,,,120,,
"SECRET VINO (GB)",2020,GELDING,"SCHIAPARELLI (GER)","BONNET'S VINO (GB)","Tom Ellis",,,,,,,,,,113,,
"SEDGEMOOR (IRE)",2021,GELDING,"CHURCHILL (IRE)","KEMBLE (IRE)","John Ryan",55,,,,,,,,,,,
"SEE BLUE (IRE)",2023,GELDING,"BLUE POINT (IRE)","DEW LINE (IRE)","Richard Hughes",86,,,,,,,,,,,
"SEE PARIS (GER)",2020,GELDING,"COUNTERATTACK (AUS)","SCOUTING (IRE)",,59,,,,,,,,,,,
"SEE THAT SPARK (GB)",2023,GELDING,"HAVANA GOLD (IRE)","SPARK FURY (GB)",,67,,,,,,,,,,,
"SEE THE FIRE (GB)",2021,FILLY,"SEA THE STARS (IRE)","ARABIAN QUEEN (IRE)","Andrew Balding",116,,,,,,,,,,,
"SEE THE GREEN (GB)",2021,GELDING,"POSTPONED (IRE)","CLARENTINE (GB)",,59,,,,,,,,,98,,
"SEED INVESTOR (IRE)",2022,GELDING,"COULSTY (IRE)","CEAD MILE FAILTE (FR)",,64,,,,,,,,,,,
"SEEING STARS (GB)",2023,FILLY,"BATED BREATH (GB)","SEEING RED (IRE)","William Knight",70,,,,,,,,,,,
"SEEKING CHARLES (FR)",2021,GELDING,"OLYMPIC GLORY (IRE)","MARIE CUDDY (IRE)","Mark Usher",68,,,,,,,,,,,
"SEEKINGRAINBOWS (GB)",2018,FILLY,"RECHARGE (IRE)","LOOK HERE'S MAY (GB)","Sarah Hollinshead",,,,,,,,,,60,,
"SEEYAINTHESUNINN (GB)",2020,GELDING,"WINGS OF EAGLES (FR)","LOXHILL LADY (GB)","Micky Hammond",,,,,,,,,,80,,
"SEEYOUINMYDREAMS (GB)",2018,FILLY,"TELESCOPE (IRE)","SIERRA (FR)","Tom Ellis",,,,,,,121,,,121,,
"SELBY'S JOY (GB)",2020,FILLY,"MASSAAT (IRE)","VIBRANT (GB)",,32,,,,,,,,,,,
"SELECTION (IRE)",2022,FILLY,"COTAI GLORY (GB)","MAGHZAA (IRE)","Ivan Furtado",75,,,,,,,,,,,
"SELENIC (IRE)",2022,FILLY,"SEA THE MOON (GER)","BANTAM (IRE)","Sir Mark Prescott Bt",76,,,,,,,,,,,
"SELF CHARGING (IRE)",2022,FILLY,"MAKE BELIEVE (GB)","HYMNIST (IRE)",,55,,,,,,,,,,,
"SEMSER (GB)",2017,GELDING,"SIYOUNI (FR)","SERRES (IRE)","Gary & Josh Moore",50,,,,,,,,,,,
"SENATOR (FR)",2022,GELDING,"DOCTOR DINO (FR)","PRESIDENTE LINE (FR)","Jamie Snowden",,,,,,,,,,111,,
"SENOR CAMPANARO (IRE)",2023,GELDING,"PALACE PIER (GB)","AXANA (GER)","Ed Walker",65,,,,,,,,,,,
"SENOR CORTEZ (IRE)",2021,GELDING,"SEA THE STARS (IRE)","LILLIAN RUSSELL (IRE)","John Butler",74,-1,,,,,,,,,,
"SENOR DIAZ (IRE)",2019,GELDING,"RED JAZZ (USA)","BLASE CHEVALIER (IRE)","Jimmy Frost",,,,,,,71,,,71,,
"SENORITA VEGA (IRE)",2023,FILLY,"LUCKY VEGA (IRE)","MISS KITTYHAWK (IRE)",,97,,,,,,,,,,,
"SENSE OF REASON (GB)",2021,GELDING,"IFFRAAJ (GB)","SENSIBILITY (GB)","Charlie Fellowes",60,,,,,,,,,104,,
"SENSE OF WORTH (IRE)",2016,GELDING,"STREET SENSE (USA)","DESERT SONG (USA)",,48,,,55,,,,,,,,
"SENSEOFENTITLEMENT (IRE)",2020,GELDING,"EL KABEIR (USA)","AMURRA (GB)","Paddy Butler",42,,,,,,,,,,,
"SEQUENTIAL (GB)",2023,FILLY,"CHARMING THOUGHT (GB)","LULEA (GB)",,34,,,,,,,,,,,
"SERAPHIC (IRE)",2020,GELDING,"DUBAWI (IRE)","ELLE GALANTE (GER)","David Killahena & Graeme McPherson",67,,,,,,,,,90,new,
"SERAPHIM ANGEL (GB)",2022,FILLY,"SERGEI PROKOFIEV (CAN)","SILVERY BLUE (GB)","Ollie Sangster",81,,,,,,,,,,,
"SEREN STAR (IRE)",2022,FILLY,"PROFITABLE (IRE)","SEREN DEVIOUS (GB)","William Haggas",89,,,,,,,,,,,
"SERENGETI (FR)",2022,COLT,"WOOTTON BASSETT (GB)","HOLY ROMAN EMPRESS (IRE)","Mike Murphy",98,,,,,,,,,,,
"SERENITY BLUE (GB)",2022,GELDING,"LOPE DE VEGA (IRE)","MOI MEME (GB)","James Horton",86,,,,,,,,,,,
"SERENITY DREAM (IRE)",2021,GELDING,"NIGHT OF THUNDER (IRE)","PLAYFULL SPIRIT (GB)","Tony Carroll",69,-2,,,,,,,,,,
"SERENITY PRAYER (IRE)",2022,FILLY,"DUBAWI (IRE)","PEACH TREE (IRE)",,99,,,,,,,,,,,
"SERGEANT CHAOS (GB)",2023,GELDING,"STARSPANGLEDBANNER (AUS)","GLENMAYNE (IRE)",,63,,,,,,,,,,,
"SERGEANT MAYER (IRE)",2021,GELDING,"SOLDIER'S CALL (GB)","SUEDEHEAD (GB)","Nigel Tinkler",60,,,,,,,,,,,
"SERGEANT PEP (IRE)",2020,GELDING,"KODIAC (GB)","LIGHT GLASS (IRE)","Clive Cox",79,,,,,,,,,,,
"SERGEANT WILKO (IRE)",2021,GELDING,"BUNGLE INTHEJUNGLE (GB)","LADY SPANGLES (IRE)","Kevin Ryan",85,,,,,,,,,,,
"SERIOUS CHALLENGE (IRE)",2020,GELDING,"FRACAS (IRE)","DUSHLAN (IRE)","Fergal O'Brien",100,,,,,,,,,136,,
"SERIOUS CHAT (IRE)",2019,GELDING,"DOYEN (IRE)","MATHINE (FR)","Donald McCain",,,,,,,,,,132,,
"SERIOUS LOOK (IRE)",2020,GELDING,"DARK ANGEL (IRE)","FREGATE FIRST (GB)","Thomas Faulkner",72,,,,,,,,,,,
"SERIOUS OPERATOR (IRE)",2017,GELDING,"MALINAS (GER)","IDRATHER NOT SAY (IRE)","Lucinda Russell & Michael Scudamore",,,,,,,,,,124,,
"SERRAGASSO (GB)",2023,GELDING,"ACLAIM (IRE)","QUALIFICATION (USA)","Clare Hobson",52,,,,,,,,,,,
"SERVICE MINIMUM (FR)",2020,FILLY,"DOCTOR DINO (FR)","ZANZIBELLE (FR)","Dan Skelton",,,,,,,,,,126,,
"SERVICEMAN (IRE)",2022,GELDING,"WOOTTON BASSETT (GB)","ELIZABETHOFARAGON (IRE)",,67,,,,,,,,,,,
"SERVING WITH STYLE (GB)",2022,FILLY,"MOHAATHER (GB)","QUEENS PARK (FR)",,89,,,,,,,,,,,
"SETTLE DOWN JILL (IRE)",2020,FILLY,"AFFINISEA (IRE)","AZAILA (GB)","Norman Sanderson",,,,,,,103,,,,,
"SEU JO (IRE)",2023,COLT,"NANDO PARRADO (GB)","FLEETING PRINCESS (GB)","Jim Boyle",82,,,,,,,,,,,
"SEVARANA (IRE)",2020,FILLY,"SHANTOU (USA)","EVA LA DIVA (IRE)","Richard Bandey",,,,,,,,,,104,,
"SEVEN FIRES (IRE)",2022,FILLY,"SIOUX NATION (USA)","BAMBOO QUEEN (IRE)","Jack Channon",71,,,,,,,,,,,
"SEVEN OF HEARTS (GB)",2023,FILLY,"SHOWCASING (GB)","HAND ON MY HEART (GB)",,55,,,,,,,,,,,
"SEVEN QUESTIONS (IRE)",2021,GELDING,"KODIAC (GB)","GET UP AND DANCE (GB)","Robert Cowell",89,,,,,,,,,,,
"SEVENSEES (GB)",2020,GELDING,"SEA THE MOON (GER)","LAUGHING DOVE (IRE)",,67,,,,,,,,,,,
"SEVENTEENOTHREE (IRE)",2020,FILLY,"WALK IN THE PARK (IRE)","LEYAN (GER)","J. Newman",,,,,,,,,,71,,
"SEVENTY (GB)",2022,COLT,"GHAIYYATH (IRE)","LITTLE BECKY (GB)","Ross Burdon",63,,,,,,,,,,,
"SEX ON FIRE (IRE)",2022,GELDING,"DARK ANGEL (IRE)","INTENSE ROMANCE (IRE)",,83,,,,,,,,,,,
"SHAATIR (GB)",2023,COLT,"HAVANA GREY (GB)","COLOURING (GB)","Archie Watson",95,,,,,,,,,,,
"SHABAB AL AHLI (GB)",2023,COLT,"FRANKEL (GB)","KOORA (GB)","Charlie Appleby",94,,,,,,,,,,,
"SHABALKO D'HERM (FR)",2020,GELDING,"BALKO (FR)","SHAMAYA ROSAIRES (FR)","Nigel & Willy Twiston-Davies",,,,,,,,,,120,,
"SHABTI (GB)",2023,FILLY,"WITHOUT PAROLE (GB)","PETITS FOURS (GB)",,55,,,,,,,,,,,
"SHABU SHABU (IRE)",2022,GELDING,"AUSTRALIA (GB)","SATURDAY GIRL (GB)","Matt Crawley",51,,,,,,,,,,,
"SHADE OF WINTER (IRE)",2020,GELDING,"AFFINISEA (IRE)","SHER'S ADAMANT (IRE)",,,,,,,,,,,117,,
"SHADER (GB)",2021,GELDING,"SHAMARDAL (USA)","SHUTTER SPEED (GB)","John & Thady Gosden",114,,,,,,,,,,,
"SHADES OF MAY (GB)",2020,GELDING,"MAYSON (GB)","SHADES OF SILK (GB)","Mark Usher",54,,,,,,,,,,,
"SHADOW BRIGADE (IRE)",2023,GELDING,"ACCLAMATION (GB)","MOHASSAN (IRE)","George Scott",76,,,,,,,,,,,
